"address","attributes.ByAppointmentOnly","business_id","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state","attributes.BusinessAcceptsCreditCards","hours.Friday","hours.Monday","hours.Saturday","hours.Thursday","hours.Tuesday","hours.Wednesday","attributes.BikeParking","attributes.BusinessParking","attributes.Caters","attributes.CoatCheck","attributes.DogsAllowed","attributes.HappyHour","attributes.HasTV","attributes.OutdoorSeating","attributes.RestaurantsDelivery","attributes.RestaurantsPriceRange2","attributes.RestaurantsReservations","attributes.RestaurantsTakeOut","attributes.WheelchairAccessible","attributes.WiFi","hours.Sunday","attributes.Alcohol","attributes.GoodForKids","attributes.Ambience","attributes.DriveThru","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsTableService","attributes","attributes.NoiseLevel","attributes.GoodForMeal","attributes.BusinessAcceptsBitcoin","attributes.GoodForDancing","attributes.Music","attributes.Smoking","attributes.AcceptsInsurance","attributes.BestNights","attributes.BYOB","attributes.Corkage","attributes.BYOBCorkage","attributes.HairSpecializesIn","attributes.Open24Hours","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions"
"300 Indian Lakes Blvd., Bldg T",NA,"IGYgZN5hvUNwqtLW6SJqMg","Cinema, Arts & Entertainment","Hendersonville",NA,1,36.329911,-86.589666,"Regal Streets Of Indian Lake & IMAX","37075",60,3.5,"TN",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001 Market St, Ste 3050",NA,"0OVkfxmZg637nt-A5URM2Q","Cinema, Arts & Entertainment","Philadelphia",NA,1,39.9519835,-75.1571648,"AMC DINE-IN Fashion District 8","19107",39,3.5,"PA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300 Southbridge St",NA,"163uymSvRgEaVXBAFbuwsg","Cinema, Arts & Entertainment","Mooresville",NA,1,39.6009402716,-86.3725506485,"Mooresville Showtime Cinema","46158",11,5,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56 E Butler Ave",NA,"tvJd62YS1G2Cq1LT6VVN1Q","Cinema, Arts & Entertainment, Performing Arts","Ambler",NA,1,40.1542892,-75.2219027,"Act II Playhouse","19002",19,4.5,"PA",NA,"14:0-18:0","14:0-18:0","14:0-18:0","14:0-18:0","14:0-18:0","14:0-18:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3535 W 86th St",NA,"h_gdl9cq1CFKcKukneRdVw","Cinema, Arts & Entertainment, Bars, American (Traditional), Restaurants, Nightlife","Indianapolis",NA,1,39.9090449,-86.2198234,"Studio Movie Grill","46268",485,2.5,"IN","True","15:0-21:30",NA,"12:0-21:30","15:0-21:0","15:0-21:0",NA,"False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","False","False",NA,"True","True","False","True","2","True","True",NA,"'free'","12:0-21:0","'full_bar'","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,"'casual'","True",NA,NA,"u'average'","{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,"{'monday': True, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA
"4811 E Grant Rd, Ste 150","False","yjcIKn2T2QY_DjXWACsAFw","Arts & Entertainment, Sports Bars, Cinema, Bars, Restaurants, Nightlife, American (Traditional), Cocktail Bars","Tucson",NA,1,32.25216,-110.889834,"RoadHouse Cinemas","85712",630,4,"AZ","True","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","True",NA,"True",NA,"False","True","True","True","True",NA,NA,"True","True","u'no'","10:0-0:0","u'full_bar'","True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,"u'no'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127 E Congress St",NA,"kF7nynIYqw5-f2R3hMPVsg","Cinema, Arts & Entertainment","Tucson",NA,1,32.222222,-110.969043,"The Screening Room","85701",13,4,"AZ",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128 Tampa Road","False","bjv6cVrn3XpWGB1FShvzfw","Arts & Entertainment, Cinema","Oldsmar",NA,1,28.0525360012,-82.6985422059,"AMC Woodlands Square 20","34677",147,3.5,"FL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,"u'free'","11:0-23:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555 N Green St",NA,"gujM6hiKFVwGtwp3ipMSmw","Cinema, Arts & Entertainment","Brownsburg",NA,1,39.868603,-86.390526,"GQT Brownsburg 8 GDX","46112",20,4,"IN",NA,"10:0-22:30","10:0-20:0","10:0-22:30","10:0-20:0","10:0-20:0","10:0-20:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-20:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003 Arch St",NA,"-4HMjEGQgduIMMTe0WPQBA","Nightlife, Cinema, Music Venues, Arts & Entertainment","Philadelphia",NA,0,39.9536686575,-75.1565259975,"The Trocadero Theatre","19107",179,3.5,"PA","True","11:30-18:0","11:30-18:0","11:30-17:0","11:30-18:0","11:30-18:0","11:30-18:0","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"True","False",NA,"2",NA,NA,NA,NA,NA,"'full_bar'","False","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,"True",NA,NA,"u'very_loud'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"110 Upland Square Dr",NA,"nwVYUrP6LUyOg7VoWDlmCA","Cinema, Arts & Entertainment","Pottsgrove",NA,0,40.2683576,-75.6580853,"Carmike Coventry 8 Cinemas","19464",6,1.5,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120 E Kennedy Blvd, West Bldg, Ste 151",NA,"V85FFJ239Q38W57HSstnLw","Performing Arts, Cinema, Arts & Entertainment","Tampa",NA,1,27.9507147791,-82.4476025662,"Stageworks Theatre","33602",23,4.5,"FL",NA,"13:30-17:30",NA,"13:30-17:30","13:30-17:30","13:30-17:30","13:30-17:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371 S Hitchcock Way",NA,"V_-Z5oVPM37sycnxpWHHsA","Cinema, Arts & Entertainment","Santa Barbara",NA,0,34.4346563,-119.7460824,"Metropolitan Plaza de Oro","93105",11,4,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026 Sansom St",NA,"z65tiTFYszkAJ4NhLpkiBA","Arts & Entertainment, Cinema, Performing Arts","Philadelphia",NA,1,39.951228,-75.174488,"Adonis Theater","19103",7,2,"PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9390 Theater Dr",NA,"Nbnay8MwrYd_TdneqBW7Tg","Arts & Entertainment, Cinema","Gibsonton",NA,1,27.848611,-82.348677,"AMC Riverview 14 GDX","33534",10,2.5,"FL",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8882 170 Street NW",NA,"uID2rMbsJZNyzvs6dGZ_Aw","Cinema, Arts & Entertainment","Edmonton",NA,1,53.5227578637,-113.6294031143,"Scotiabank Theatre Edmonton","T5T 4M2",60,3,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310 Old York Rd","False","ey7l85BLjciV0hf4fRsH1g","Tires, Shopping, Restaurants, Hardware Stores, Beauty & Spas, Hunting & Fishing Supplies, Arts & Entertainment, Cinema, Sporting Goods, Drive-In Theater, Automotive, Home Services, Hair Removal, American (New), Home & Garden","Jenkintown",NA,0,40.0955219,-75.125769,"Forcella BYOB","19046",58,4,"PA","False","17:0-21:0",NA,"17:0-21:0","17:0-21:0","17:0-21:0","17:0-21:0","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","True",NA,"False",NA,"False","False","False","3","True","False","False","u'no'",NA,"u'none'","False","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,"u'dressy'","True","True",NA,"u'quiet'","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419 Main St",NA,"bO4VP5rdmuaLQsik7OSgoA","Arts & Entertainment, Performing Arts, Cinema, Nightlife, Event Planning & Services, Venues & Event Spaces, Music Venues","Franklin",NA,1,35.9239804,-86.8707406,"The Franklin Theatre","37064",43,5,"TN","True","11:0-17:0",NA,"11:0-17:0","11:0-17:0","11:0-17:0","11:0-17:0","True","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"False","False",NA,"2",NA,NA,NA,"u'no'","11:0-17:0","u'full_bar'","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NA,NA,"True",NA,NA,"u'quiet'",NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA
"8625 109 St NW",NA,"FQokqp41qXJ57SbTxvRcCA","Videos & Video Game Rental, Arts & Entertainment, Shopping, Books, Mags, Music & Video, Cinema","Edmonton",NA,0,53.5226332,-113.511822,"The Movie Studio","T6G 1E7",22,4,"AB",NA,"11:0-0:0","11:0-23:0","10:0-0:0","11:0-23:0","11:0-23:0","11:0-23:0","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7401 N La Cholla Blvd",NA,"-Zo6r-nkY8svld8Vv2edtw","Cinema, Arts & Entertainment","Tucson",NA,1,32.3416302,-111.0151171,"Foothills Cinemas-Cineplex Odeon","85741",6,5,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609 W Swann Ave",NA,"f-xTgL53Bd_zPsDTn1_37g","Bars, Restaurants, Lounges, Nightlife, Cinema, Arts & Entertainment, American (New)","Tampa",NA,1,27.9377169,-82.4763757,"CMX CinéBistro Hyde Park","33606",438,4,"FL","True",NA,NA,NA,NA,NA,NA,"True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","False",NA,"False",NA,"True","False","False","2","True","False",NA,"u'no'",NA,"u'full_bar'","False","{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"u'casual'","True",NA,NA,"u'quiet'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1 Canal St",NA,"Z1Tnz__6oDqCFWV3vodilA","Active Life, Aquariums, Arts & Entertainment, Zoos, Tours, Hotels & Travel, Cinema","New Orleans",NA,1,29.950852,-90.063227,"Entergy Giant Screen Theater","70130",36,3.5,"LA",NA,"10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0","10:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-17:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212 Old York Rd",NA,"oOw1Q1n-6d82DgoS5uEWQQ","Arts & Entertainment, Cinema","Jenkintown",NA,1,40.0947209,-75.1253036,"Hiway Theater","19046",34,4.5,"PA",NA,"15:30-21:30",NA,"12:30-21:30","13:30-20:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30-19:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3815 Greenhills Village Drive",NA,"GG4_Idv210PI992wl4Dp_A","Arts & Entertainment, Cinema","Nashville",NA,1,36.108659,-86.81711,"Regal Green Hills","37215",143,3,"TN",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900 Haddonfield Berlin Rd",NA,"U3tuyhPrFDX8RLetHtoQ6g","Arts & Entertainment, Cinema","Voorhees",NA,0,39.8468216614,-74.9792826093,"Rave Motion Pictures","08043",42,3.5,"NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102 Belcourt Ave",NA,"KqF1W-GxTAnOZtcMNS5Wiw","Performing Arts, Cinema, Local Flavor, Arts & Entertainment, Nightlife, Music Venues","Nashville",NA,1,36.1368897,-86.8014372,"Belcourt Theatre","37212",209,4.5,"TN","True",NA,NA,NA,NA,NA,NA,"True","{'garage': False, 'street': True, 'validated': True, 'lot': True, 'valet': False}",NA,NA,NA,NA,"False","False",NA,"1",NA,NA,NA,NA,NA,"u'full_bar'","True","{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,NA,"True",NA,NA,"u'quiet'",NA,"False","False","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA
"1320 Central Park Dr",NA,"W5SNps2JaT_RozLAl_TN1Q","Cinema, Arts & Entertainment","O'Fallon",NA,1,38.5905560965,-89.9449741172,"Marcus O'Fallon Cinema","62269",54,3,"IL","True","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"12:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401 Dekalb St",NA,"Wkb6XXcc-qK53dzVAhtZYQ","Cinema, Educational Services, Education, Performing Arts, Arts & Entertainment","Norristown",NA,1,40.1145625,-75.341924,"Theatre Horizon","19401",7,5,"PA",NA,NA,"10:0-17:0",NA,"10:0-17:0","10:0-17:0","10:0-17:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5555 StLouis Mills Blvd",NA,"nJ1pzsPZvxVoX6npfrw8Cw","Cinema, Arts & Entertainment","Hazelwood",NA,0,38.790185,-90.413044,"Regal Cinemas St. Louis Mills 18 & IMAX","63042",18,3.5,"MO",NA,"11:0-23:0","0:0-0:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5920 W 86th St",NA,"sjmQ8ERx9KqzHGQDoD95zA","Cinema, Arts & Entertainment","Indianapolis",NA,0,39.914307,-86.2655151,"AMC Showplace Traders Point 12","46278",32,3,"IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400 South State Road","False","mEudh6wzb1ksv12HNiK1Sw","Cinema, Arts & Entertainment","Springfield",NA,1,39.9383518738,-75.3582765576,"AMC Marple 10","19064",83,2.5,"PA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998 Tyrone Blvd N","False","rzfhrbRSiLIjuBPmfvk-CQ","Cinema, Arts & Entertainment","Saint Petersburg",NA,1,27.7972929244,-82.7366269903,"CMX Tyrone Luxury 10","33704",124,3.5,"FL","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False",NA,NA,NA,"False",NA,"True","True",NA,"u'no'",NA,NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401 W Esplanade Ave","False","EdYHpjuWduqjdxzqsZGAhA","Arts & Entertainment, Cinema","Kenner",NA,1,30.017119,-90.250687,"Regal Grand Esplanade & GPX","70065",89,4,"LA",NA,"11:0-23:30","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-23:30",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4014 Walnut St",NA,"HYNqCK5AxSv0UsX0AFY8sg","Cinema, Nightlife, Arts & Entertainment, Music Venues, Performing Arts","Philadelphia",NA,1,39.9542453,-75.2036541,"The Rotunda","19104",13,4.5,"PA","False",NA,NA,NA,NA,NA,NA,"True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,"False","False",NA,"1",NA,NA,NA,NA,NA,"u'none'","True","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,"True",NA,NA,"'average'",NA,"False",NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53 S 69th St",NA,"ob5gqlNhg10c7y9aTyvEAQ","Lounges, American (Traditional), Cinema, Arts & Entertainment, Cocktail Bars, Restaurants, Bars, Nightlife","Upper Darby",NA,1,39.9599953,-75.2582059,"Studio Movie Grill","19082",197,2.5,"PA","True","15:0-21:0",NA,"12:0-21:0","15:0-21:0","15:0-21:0",NA,"True","{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}","False","False",NA,"True","True","False","True","2","True","True",NA,"'no'","12:0-21:0","u'full_bar'","True","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,"u'casual'","True","True",NA,"u'average'","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,"False","{'dj': False}","u'no'",NA,"{'monday': True, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA
"100 Movie Row",NA,"3n_w81ZjtyjkozoHRnCFvg","Arts & Entertainment, Cinema","Smyrna",NA,1,35.98167,-86.566111,"Malco Smyrna Cinema","37167",40,3.5,"TN",NA,"10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222 N 20th St","False","dBRWKIS7h-qZCi8EjUJ2HA","Cinema, Museums, Venues & Event Spaces, Event Planning & Services, Arts & Entertainment, Community Service/Non-Profit, Local Services","Philadelphia",NA,1,39.9582109,-75.1731373822,"The Franklin Institute Science Museum","19103",623,4,"PA","True","10:0-17:0",NA,"10:0-17:0","10:0-17:0",NA,"10:0-17:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"True","u'free'","10:0-17:0",NA,"True",NA,NA,"u'casual'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401 S Madison St",NA,"u2mffNFFTyysmOTCe-EF5Q","Arts & Entertainment, Cinema","Wilmington",NA,1,39.7359106,-75.5621147,"Penn Cinema - Wilmington","19801",75,3,"DE",NA,"11:0-22:30","11:0-20:0","11:0-22:30","11:0-20:0","11:0-20:0","11:0-20:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-20:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25 Middleton St",NA,"yJkQP1Q5BP6TF6RShRSGpQ","Performing Arts, Cinema, Arts & Entertainment","Nashville",NA,1,36.154592,-86.768063,"Nashville Children's Theatre","37210",10,4.5,"TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601 E Broadway Blvd",NA,"3uLgwr0qeCNMjKenHJwPGQ","Cinema, Event Planning & Services, Arts & Entertainment, Venues & Event Spaces","Tucson",NA,1,32.2248408,-110.9163507,"Century 20 El Con and XD","85716",72,3.5,"AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112 Wilmington Pike",NA,"NCKTDyUdN2UkVEPKWIwdSA","Arts & Entertainment, Cinema","West Chester",NA,1,39.8828386386,-75.5502015075,"AMC Dine-In Painters Crossing 9","19382",200,2.5,"PA",NA,"11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:0-23:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114 Walnut St",NA,"D6ITIj1MwI1aZP0X-DceqA","Cinema, Performing Arts, Arts & Entertainment","Philadelphia",NA,1,39.948586,-75.1595544,"Forrest Theatre","19107",82,3,"PA",NA,NA,"0:0-0:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0:15-0:30",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3898 Lafayette Rd",NA,"AB6stOWuF_ig4MnnKGmo6w","Arts & Entertainment, Cinema","Indianapolis",NA,1,39.8272118,-86.239483,"Georgetown Cinemas","46254",24,2.5,"IN",NA,"13:0-23:0","13:0-21:0","11:0-23:0","13:0-21:0","13:0-21:0","13:0-21:0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u'free'","11:0-22:0",NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
